mode,epoch,step,train/loss
train,1,1,1.814532451858164
train,1,2,1.091867369757038
train,1,3,1.8435168837906049
train,1,4,1.3218685226735203
train,1,5,1.1395619586027221
train,1,6,1.372481635218986
train,1,7,1.2859357823561928
train,1,8,1.26713027225856
train,1,9,1.2928040695837573
train,1,10,1.3402712523978852
train,1,11,1.2426478660700668
train,1,12,1.022899480986872
train,1,13,1.490436212758743
train,1,14,1.4589369946327264
train,1,15,1.1654831726235904
train,1,16,1.2732394891542835
train,1,17,1.3865117883574267
train,1,18,1.2427900559984952
train,1,19,1.2922561691259493
train,1,20,1.2031877216432336
train,1,21,1.2133553588737511
train,1,22,1.208832324622918
train,1,23,1.3590747413656508
train,1,24,1.2752294814036043
train,1,25,1.3173991956311688
train,1,26,1.2978900778938647
train,1,27,1.337825299160463
train,1,28,1.2110317083599818
train,1,29,1.0799641228147039
train,1,30,1.166904444102713
train,1,31,1.3389412323701357
train,1,32,1.0903288397078095
train,1,33,1.2206333675305021
train,1,34,1.3740968379354315
train,1,35,1.0784865772155479
train,1,36,1.2619871318873195
train,1,37,1.2760121664455064
train,1,38,0.9939660795127075
train,1,39,1.0651778611606808
train,1,40,1.146143339709028
train,1,41,1.1348500649944464
train,1,42,1.2262996057707822
train,1,43,1.0536109336387591
train,1,44,1.308200393048042
train,1,45,1.2923139634635428
train,1,46,1.3926542558730544
train,1,47,1.1593440798773105
train,1,48,1.1316682229999593
train,1,49,1.3308216796687415
train,1,50,1.4191162492848957
train,1,51,1.3217078325876077
train,1,52,1.154860471966204
train,1,53,1.1643395669890255
train,1,54,1.3318642296925356
train,1,55,1.1466718513544567
train,1,56,1.1263962308486835
train,1,57,1.093490769740341
train,1,58,1.2203578657226646
train,1,59,1.2945333215574155
train,1,60,1.2262702082458488
train,1,61,1.1627634291042825
train,1,62,0.9970820592712131
train,1,63,1.0368303901779958
train,1,64,1.152163220292318
train,1,65,1.394070170423444
train,1,66,1.1749791184356955
train,1,67,1.108445722481218
train,1,68,1.16020196213856
train,1,69,1.4072912734538257
train,1,70,1.1381482758934112
train,1,71,0.9190199515653078
train,1,72,1.0374785227217846
train,1,73,1.1373089292084586
train,1,74,1.0327634736829558
train,1,75,0.9409305108601931
train,1,76,1.1800528861697668
train,1,77,1.2697211538224569
train,1,78,1.1621218204379828
train,1,79,0.9909403497036289
train,1,80,1.142772244074524
train,1,81,1.2601046590992753
train,1,82,1.1968948004183013
train,1,83,1.2971577680215476
train,1,84,1.1551452790835612
train,1,85,1.3804559607269853
train,1,86,1.2008238887982483
train,1,87,1.4519654503565396
train,1,88,1.2543373824679853
train,1,89,1.2092959122766633
train,1,90,1.140115819059809
train,1,91,1.1259968408374588
train,1,92,1.0597760573825044
train,1,93,1.0764469322602375
train,1,94,1.203129978099755
train,1,95,0.876762015976114
train,1,96,1.287100443680013
train,1,97,1.4041619982515519
train,1,98,1.1082521715876297
train,1,99,1.0698832090720463
train,1,100,1.2424802752807533
train,1,101,1.2110854170200325
train,1,102,1.2532843732512475
train,1,103,1.1991044926663696
train,1,104,1.2094850710878124
train,1,105,1.1657751165618324
train,1,106,1.0073745081216088
train,1,107,1.3336946387593205
train,1,108,1.0980025270811773
train,1,109,1.1572464501446194
train,1,110,1.1115009900009905
train,1,111,1.1250043486626755
train,1,112,0.9452790981129757
train,1,113,1.1206368267123272
train,1,114,1.294775951173886
train,1,115,1.3230017836444399
train,1,116,0.9541797756325556
train,1,117,1.2358121623528509
train,1,118,0.982889127081666
train,1,119,1.1503572623073341
train,1,120,0.9463525568599995
train,1,121,1.2380293106582043
train,1,122,0.9402852551492522
train,1,123,1.2382521161945337
train,1,124,1.1708266183274763
train,1,125,1.2086564345027697
train,1,126,1.0710643256411057
train,1,127,1.0730447780418575
train,1,128,1.2487618338407587
train,1,129,1.1718463781352937
train,1,130,1.266945556508187
train,1,131,1.2699475128803464
train,1,132,1.0416726646577097
train,1,133,1.1734001497776587
train,1,134,0.8950183636971294
train,1,135,1.1306683837414717
train,1,136,1.1464682320580728
train,1,137,1.264964755269925
train,1,138,1.1898989112521596
train,1,139,1.1176321291415432
train,1,140,1.2680462142998215
train,1,141,1.1570686671467625
train,1,142,1.2137776684867592
train,1,143,1.347463220929811
train,1,144,1.0863887859020172
train,1,145,1.1255010551640985
train,1,146,0.9733455401554127
train,1,147,1.0888023632173747
train,1,148,0.9261034308741529
train,1,149,1.0575597678737645
train,1,150,1.005866580825685
train,1,151,1.0807230205412957
train,1,152,1.1266839851285342
train,1,153,1.3214898955334171
train,1,154,0.9939210985574146
train,1,155,1.1248898900320323
train,1,156,0.9720332282091544
train,1,157,0.9713416391976047
train,1,158,1.3346781040585929
train,1,159,1.1144151143929824
train,1,160,1.1715728041430507
train,1,161,1.242670973219631
train,1,162,0.9236402688975796
train,1,163,1.0625702181764693
train,1,164,1.101975384900765
train,1,165,1.0653925317672581
train,1,166,1.2605190061586868
train,1,167,1.1705392097010408
train,1,168,1.1800779891093292
train,1,169,0.976990833737631
train,1,170,0.9410751890467451
train,1,171,0.9695434213889198
train,1,172,1.0675473500409425
train,1,173,0.972601406589941
train,1,174,1.204740501790428
train,1,175,1.16479110238611
train,1,176,1.1430587579221463
train,1,177,0.9886893768093311
train,1,178,1.0667462029780133
train,1,179,1.0307257017721279
train,1,180,1.2767314143775472
train,1,181,0.9845138091999319
train,1,182,1.1421398794685862
train,1,183,1.2047902883263806
train,1,184,1.078375077677329
train,1,185,1.108818324484901
train,1,186,1.221950128119978
train,1,187,0.895972934306529
train,1,188,1.2244797240058811
train,1,189,0.9917483746450173
train,1,190,1.259622738156094
train,1,191,0.9315567553802359
train,1,192,1.127997823602099
train,1,193,1.1015997905556274
train,1,194,0.85416124703456
train,1,195,1.2230165003376565
train,1,196,1.056809854705921
train,1,197,1.0850164114027514
train,1,198,0.8525051468913173
train,1,199,0.957788996370736
train,1,200,1.1712813803515048
train,1,201,0.816579415437369
train,1,202,1.123685009263079
train,1,203,1.0669883448702417
train,1,204,1.060460897640954
train,1,205,0.7538743722428879
train,1,206,1.0581577098763602
train,1,207,0.9674952972566654
train,1,208,0.9881265000252466
train,1,209,1.0106038805222286
train,1,210,1.242183560302697
train,1,211,1.0358244738517182
train,1,212,0.9673158760688949
train,1,213,1.030851581890401
train,1,214,0.903365822095949
train,1,215,0.929306447177087
train,1,216,1.0200371815768778
train,1,217,0.8470535785785597
train,1,218,1.0888515288087173
train,1,219,1.1096596895708861
train,1,220,0.999676792556673
train,1,221,1.1793820472243595
train,1,222,1.0960056367910789
train,1,223,0.9647973132092467
train,1,224,1.1449535915168259
train,1,225,0.8662820326086185
train,1,226,1.0546100290596145
train,1,227,0.8947289478176216
train,1,228,1.3643816429929982
train,1,229,1.1373621229507174
train,1,230,1.1559113505465066
train,1,231,1.3158469727644992
train,1,232,1.1335494138161653
train,1,233,0.9601167167863538
train,1,234,0.9588513738505599
train,1,235,0.9209563445222081
train,1,236,1.2344714891041226
train,1,237,1.1278982641217736
train,1,238,1.0458320747745165
train,1,239,1.124640846750608
train,1,240,0.9758039684366466
train,1,241,1.2510784617534232
train,1,242,1.013689923562234
train,1,243,0.9688179122450569
train,1,244,1.2156285379685352
train,1,245,1.1030073789449917
train,1,246,1.0227657362158604
train,1,247,1.1654284685958052
train,1,248,0.999101725565495
train,1,249,0.8988232216145796
train,1,250,1.1152219175545317
train,1,251,1.1845472706310622
train,1,252,1.0087356492559858
train,1,253,1.0376209793763167
train,1,254,1.1478789207468607
train,1,255,1.0741158626582095
train,1,256,1.0551768852846837
train,1,257,0.9378394034966183
train,1,258,1.077258629232109
train,1,259,1.0732881612459448
train,1,260,1.089984934445229
train,1,261,0.9997929347461096
train,1,262,0.9563996266964091
train,1,263,0.7504167745328341
train,1,264,1.1294846777229373
train,1,265,1.1203210800175474
train,1,266,1.1492358852503806
train,1,267,0.9323481529570572
train,1,268,0.9677893676695599
train,1,269,1.0272303940888883
train,1,270,1.0163325191370458
train,1,271,1.2126716546849823
train,1,272,1.1417056637353666
train,1,273,1.1383913377170607
train,1,274,1.0663600838544096
train,1,275,1.1338789389747443
train,1,276,1.1272353462431908
train,1,277,0.9503425194211531
train,1,278,1.0921066626697722
